ano,id_municipio,rede,taxa_alfabetizacao,meta_alfabetizacao_2024,meta_alfabetizacao_2025,meta_alfabetizacao_2026,meta_alfabetizacao_2027,meta_alfabetizacao_2028,meta_alfabetizacao_2029,meta_alfabetizacao_2030,nivel_alfabetizacao,percentual_participacao
2023,2101806,Municipal,56,59.98,63.84,67.52,71,74.25,77.25,80,2,88.35
2024,4317301,Municipal,45.4,59.99,63.84,67.53,71.01,74.25,77.25,80,1,81.55
2023,4317301,Municipal,56,59.99,63.84,67.53,71.01,74.25,77.25,80,2,77.49
2023,4310751,Municipal,,,63.85,67.53,71.01,74.26,77.26,80,,
2024,4310751,Municipal,60,,63.85,67.53,71.01,74.26,77.26,80,3,93.75
2023,4311429,Municipal,,,63.85,67.53,71.01,74.26,77.26,80,,
2024,4311429,Municipal,60,,63.85,67.53,71.01,74.26,77.26,80,3,90.91
2023,3140506,Municipal,56,60,63.85,67.53,71.01,74.26,77.26,80,2,94.74
2024,3140506,Municipal,70.72,60,63.85,67.53,71.01,74.26,77.26,80,4,98.89
2024,2504033,Municipal,60.4,60.01,63.86,67.54,71.01,74.26,77.26,80,3,90.6
2023,2504033,Municipal,56,60.01,63.86,67.54,71.01,74.26,77.26,80,2,97.26
2023,4314803,Municipal,56,60.02,63.86,67.54,71.02,74.26,77.26,80,2,81.58
2024,2614808,Municipal,73.8,60.02,63.86,67.54,71.02,74.26,77.26,80,4,98.05
2024,4314803,Municipal,39.7,60.02,63.86,67.54,71.02,74.26,77.26,80,0,84.85
2023,2614808,Municipal,56,60.02,63.86,67.54,71.02,74.26,77.26,80,2,93.5
2024,3556453,Municipal,64.59,60.02,63.87,67.55,71.02,74.26,77.26,80,3,92.69
2023,3556453,Municipal,56.1,60.02,63.87,67.55,71.02,74.26,77.26,80,2,88.98
2023,1720002,Municipal,56.1,60.03,63.88,67.55,71.02,74.27,77.26,80,2,100
2023,3541059,Municipal,56.1,60.03,63.88,67.55,71.02,74.27,77.26,80,2,86.9
2024,1720002,Municipal,57.14,60.03,63.88,67.55,71.02,74.27,77.26,80,2,93.33
2024,3541059,Municipal,56.48,60.03,63.88,67.55,71.02,74.27,77.26,80,2,90.11
2023,4100103,Municipal,56.1,60.05,63.89,67.56,71.03,74.27,77.26,80,2,87.91
2024,4100103,Municipal,57.74,60.05,63.89,67.56,71.03,74.27,77.26,80,2,82.8
2023,3168101,Municipal,56.1,60.07,63.9,67.57,71.04,74.27,77.26,80,2,92.42
2024,2603603,Municipal,66.81,60.07,63.9,67.57,71.04,74.27,77.26,80,3,94.44
2023,2603603,Municipal,56.1,60.07,63.9,67.57,71.04,74.27,77.26,80,2,95.65
2024,3168101,Municipal,79.68,60.07,63.9,67.57,71.04,74.27,77.26,80,4,85.33
2023,4300109,Municipal,56.1,60.08,63.92,67.58,71.05,74.28,77.27,80,2,82.69
2024,4300109,Municipal,56.9,60.08,63.92,67.58,71.05,74.28,77.27,80,2,91.25
2023,3130655,Municipal,56.1,60.09,63.93,67.59,71.05,74.28,77.27,80,2,98.31
2024,3130655,Municipal,89.58,60.09,63.93,67.59,71.05,74.28,77.27,80,5,100
2024,3118007,Municipal,74.01,60.11,63.94,67.6,71.06,74.29,77.27,80,4,87.74
2023,3118007,Municipal,56.2,60.11,63.94,67.6,71.06,74.29,77.27,80,2,88.84
2024,3138500,Municipal,71.21,60.12,63.95,67.61,71.06,74.29,77.27,80,4,92.68
2023,3138500,Municipal,56.2,60.12,63.95,67.61,71.06,74.29,77.27,80,2,94.44
2023,2413508,Municipal,56.2,60.14,63.97,67.62,71.07,74.29,77.27,80,2,95.24
2024,3304557,Municipal,63.75,60.14,63.97,67.62,71.07,74.29,77.27,80,3,86.99
2024,2413508,Municipal,48.08,60.14,63.97,67.62,71.07,74.29,77.27,80,1,81.16
2023,3304557,Municipal,56.2,60.14,63.97,67.62,71.07,74.29,77.27,80,2,82.26
2024,5102678,Municipal,65.32,60.16,63.98,67.63,71.08,74.3,77.28,80,3,90.14
2023,5102678,Municipal,56.2,60.16,63.98,67.63,71.08,74.3,77.28,80,2,90.48
2024,2100907,Municipal,42.52,60.17,63.99,67.64,71.09,74.3,77.28,80,1,88.85
2024,3305208,Municipal,55.74,60.17,63.99,67.63,71.08,74.3,77.28,80,2,82.29
2023,2507804,Municipal,56.2,60.17,63.99,67.63,71.08,74.3,77.28,80,2,92.21
2024,2507804,Municipal,76.21,60.17,63.99,67.63,71.08,74.3,77.28,80,4,97.14
2023,3305208,Municipal,56.2,60.17,63.99,67.63,71.08,74.3,77.28,80,2,78.81
2023,3545209,Municipal,56.2,60.17,63.99,67.63,71.08,74.3,77.28,80,2,93.64
2024,3545209,Municipal,60.52,60.17,63.99,67.63,71.08,74.3,77.28,80,3,91.27
2024,3119203,Municipal,73.42,60.17,63.99,67.63,71.08,74.3,77.28,80,4,94.12
2023,3119203,Municipal,56.2,60.17,63.99,67.63,71.08,74.3,77.28,80,2,90.57
2023,2100907,Municipal,56.2,60.17,63.99,67.64,71.09,74.3,77.28,80,2,88.77
2023,4204202,Municipal,56.2,60.17,63.99,67.63,71.08,74.3,77.28,80,2,83.93
2024,4204202,Municipal,56.25,60.17,63.99,67.63,71.08,74.3,77.28,80,2,80.13
2023,2504504,Municipal,56.2,60.18,64,67.64,71.09,74.31,77.28,80,2,92.73
2024,3138203,Municipal,67.11,60.18,64,67.64,71.09,74.31,77.28,80,3,86.08
2023,3138203,Municipal,56.2,60.18,64,67.64,71.09,74.31,77.28,80,2,88.47
2024,2504504,Municipal,46.13,60.18,64,67.64,71.09,74.31,77.28,80,1,92.86
2023,3538303,Municipal,56.3,60.19,64.01,67.65,71.09,74.31,77.28,80,2,97.14
2024,4302378,Municipal,71.4,60.19,64.01,67.65,71.09,74.31,77.28,80,4,87.5
2024,3538303,Municipal,45.2,60.19,64.01,67.65,71.09,74.31,77.28,80,1,97.3
2023,4302378,Municipal,56.3,60.19,64.01,67.65,71.09,74.31,77.28,80,2,84.21
2024,2509800,Municipal,54.12,60.21,64.02,67.66,71.1,74.31,77.28,80,2,80.88
2023,2509800,Municipal,56.3,60.21,64.02,67.66,71.1,74.31,77.28,80,2,82.81
2023,2111631,Municipal,56.3,60.22,64.03,67.67,71.11,74.32,77.28,80,2,97.87
2024,2111631,Municipal,55.35,60.22,64.03,67.67,71.11,74.32,77.28,80,2,90.38
2024,3102605,Municipal,75.04,60.22,64.03,67.67,71.11,74.32,77.28,80,4,89.14
2023,3102605,Municipal,56.3,60.22,64.03,67.67,71.11,74.32,77.28,80,2,94.24
2023,2514404,Municipal,56.3,60.23,64.04,67.68,71.11,74.32,77.28,80,2,86.67
2024,2514404,Municipal,44.79,60.23,64.04,67.68,71.11,74.32,77.28,80,1,95.92
2023,3517505,Municipal,56.3,60.24,64.05,67.68,71.11,74.32,77.29,80,2,83.14
2024,3517505,Municipal,70.54,60.24,64.05,67.68,71.11,74.32,77.29,80,4,79.49
2024,3507159,Municipal,55.46,60.25,64.05,67.69,71.12,74.32,77.29,80,2,96.43
2023,3507159,Municipal,56.3,60.25,64.05,67.69,71.12,74.32,77.29,80,2,89.06
2023,3172004,Municipal,56.3,60.26,64.06,67.69,71.12,74.33,77.29,80,2,86.46
2024,3172004,Municipal,65.77,60.26,64.06,67.69,71.12,74.33,77.29,80,3,91.51
2023,3112307,Municipal,56.4,60.28,64.07,67.7,71.13,74.33,77.29,80,2,91.83
2024,3112307,Municipal,80.94,60.28,64.07,67.7,71.13,74.33,77.29,80,5,94.31
2023,2923001,Municipal,56.4,60.29,64.09,67.71,71.14,74.33,77.29,80,2,85.55
2024,2923001,Municipal,37.21,60.29,64.09,67.71,71.14,74.33,77.29,80,0,94.87
2024,2501609,Municipal,45.83,60.31,64.1,67.72,71.14,74.34,77.29,80,1,86.36
2023,2501609,Municipal,56.4,60.31,64.1,67.72,71.14,74.34,77.29,80,2,90.24
2024,3170404,Municipal,59.06,60.33,64.12,67.74,71.15,74.35,77.3,80,2,87.06
2023,3170404,Municipal,56.4,60.33,64.12,67.74,71.15,74.35,77.3,80,2,90.14
2024,2504900,Municipal,47.63,60.34,64.13,67.74,71.16,74.35,77.3,80,1,87.79
2023,2112456,Municipal,56.4,60.34,64.13,67.74,71.16,74.35,77.3,80,2,84.92
2023,2504900,Municipal,56.4,60.34,64.13,67.74,71.16,74.35,77.3,80,2,78.87
2024,2112456,Municipal,49.69,60.34,64.13,67.74,71.16,74.35,77.3,80,1,87.32
2023,4111258,Municipal,56.4,60.35,64.13,67.75,71.16,74.35,77.3,80,2,90.23
2024,4111258,Municipal,52.37,60.35,64.13,67.75,71.16,74.35,77.3,80,2,89.88
2023,4314456,Municipal,56.5,60.36,64.14,67.75,71.16,74.35,77.3,80,2,95.12
2024,1506559,Municipal,39.77,60.36,64.14,67.75,71.16,74.35,77.3,80,0,72.81
2024,3113701,Municipal,55.83,60.36,64.14,67.75,71.16,74.35,77.3,80,2,92.67
2023,1506559,Municipal,56.5,60.36,64.14,67.75,71.16,74.35,77.3,80,2,76.04
2023,3113701,Municipal,56.5,60.36,64.14,67.75,71.16,74.35,77.3,80,2,93.52
2024,4314456,Municipal,33.2,60.36,64.14,67.75,71.16,74.35,77.3,80,0,96
2023,3104452,Municipal,56.5,60.38,64.15,67.76,71.17,74.36,77.3,80,2,97.44
2024,3104452,Municipal,84.87,60.38,64.15,67.76,71.17,74.36,77.3,80,5,86.67
2024,4205209,Municipal,58.15,60.39,64.17,67.77,71.18,74.36,77.3,80,2,75.38
2023,4205209,Municipal,56.5,60.39,64.17,67.77,71.18,74.36,77.3,80,2,90.2
2023,3124906,Municipal,56.5,60.4,64.17,67.78,71.18,74.36,77.3,80,2,87.1
2024,3124906,Municipal,68.59,60.4,64.17,67.78,71.18,74.36,77.3,80,3,74.74
2023,3114105,Municipal,56.5,60.43,64.19,67.79,71.19,74.37,77.31,80,2,95.08
2024,3114105,Municipal,71.02,60.43,64.19,67.79,71.19,74.37,77.31,80,4,97.54
2023,2305506,Municipal,56.6,60.44,64.21,67.8,71.2,74.37,77.31,80,2,90.89
2023,3107901,Municipal,56.6,60.44,64.21,67.8,71.2,74.37,77.31,80,2,94.94
2023,3156205,Municipal,56.6,60.44,64.21,67.8,71.2,74.37,77.31,80,2,85.71
2024,3107901,Municipal,68.27,60.44,64.21,67.8,71.2,74.37,77.31,80,3,91.19
2024,3156205,Municipal,58.33,60.44,64.21,67.8,71.2,74.37,77.31,80,2,82.76
2024,2305506,Municipal,63.35,60.44,64.21,67.8,71.2,74.37,77.31,80,3,98.28
2023,5106216,Municipal,56.6,60.45,64.21,67.81,71.2,74.38,77.31,80,2,95.6
2024,5106216,Municipal,68.51,60.45,64.21,67.81,71.2,74.38,77.31,80,3,93.48
2024,2513984,Municipal,97.5,60.48,64.23,67.82,71.21,74.38,77.31,80,5,97.5
2023,2513984,Municipal,56.6,60.48,64.23,67.82,71.21,74.38,77.31,80,2,90.2
2023,3302700,Municipal,56.6,60.52,64.27,67.85,71.23,74.39,77.32,80,2,82.66
2024,3302700,Municipal,59.97,60.52,64.27,67.85,71.23,74.39,77.32,80,2,82.99
2024,2109601,Municipal,57.6,60.53,64.27,67.85,71.24,74.4,77.32,80,2,88.38
2023,2605301,Municipal,56.7,60.53,64.27,67.85,71.24,74.4,77.32,80,2,94.99
2023,2109601,Municipal,56.7,60.53,64.27,67.85,71.24,74.4,77.32,80,2,93.27
2024,2605301,Municipal,55.21,60.53,64.27,67.85,71.24,74.4,77.32,80,2,95.99
2024,3537909,Municipal,63.33,60.55,64.29,67.87,71.25,74.4,77.32,80,3,94.33
2023,3537909,Municipal,56.7,60.55,64.29,67.87,71.25,74.4,77.32,80,2,92.91
2024,2603108,Municipal,63.59,60.56,64.3,67.87,71.25,74.41,77.32,80,3,97.28
2023,5221858,Municipal,56.7,60.56,64.3,67.87,71.25,74.41,77.32,80,2,87.22
2024,5221858,Municipal,64.23,60.56,64.3,67.87,71.25,74.41,77.32,80,3,88.44
2023,2603108,Municipal,56.7,60.56,64.3,67.87,71.25,74.41,77.32,80,2,95.15
2024,2602308,Municipal,79.75,60.58,64.31,67.88,71.26,74.41,77.33,80,4,96.66
2023,2602308,Municipal,56.7,60.58,64.31,67.88,71.26,74.41,77.33,80,2,96.19
2024,5106372,Municipal,65.1,60.59,64.33,67.89,71.26,74.41,77.33,80,3,92.76
2023,5106372,Municipal,56.7,60.59,64.33,67.89,71.26,74.41,77.33,80,2,89.31
2023,3144805,Municipal,56.8,60.62,64.35,67.91,71.27,74.42,77.33,80,2,88.72
2024,3144805,Municipal,79.6,60.62,64.35,67.91,71.27,74.42,77.33,80,4,91.25
2023,3140704,Municipal,56.8,60.63,64.35,67.91,71.28,74.42,77.33,80,2,89.73
2024,3140704,Municipal,75.26,60.63,64.35,67.91,71.28,74.42,77.33,80,4,88.3
2024,1300144,Municipal,49.25,60.64,64.37,67.92,71.29,74.43,77.33,80,1,77.96
2023,1300144,Municipal,56.8,60.64,64.37,67.92,71.29,74.43,77.33,80,2,79.19
2023,2501906,Municipal,56.8,60.65,64.37,67.93,71.29,74.43,77.34,80,2,83.54
2024,2501906,Municipal,34.72,60.65,64.37,67.93,71.29,74.43,77.34,80,0,90.83
2023,1718204,Municipal,56.8,60.65,64.37,67.93,71.29,74.43,77.34,80,2,81.81
2023,4318200,Municipal,56.8,60.65,64.37,67.93,71.29,74.43,77.34,80,2,88.6
2024,1718204,Municipal,44.11,60.65,64.37,67.93,71.29,74.43,77.34,80,1,79.84
2024,4318200,Municipal,37.7,60.65,64.37,67.93,71.29,74.43,77.34,80,0,92.59
2024,3169208,Municipal,80.55,60.67,64.39,67.94,71.3,74.43,77.34,80,5,97.1
2023,5221080,Municipal,56.8,60.67,64.39,67.94,71.3,74.43,77.34,80,2,96.97
2023,3169208,Municipal,56.8,60.67,64.39,67.94,71.3,74.43,77.34,80,2,95.24
2023,3518404,Municipal,56.8,60.67,64.39,67.94,71.3,74.43,77.34,80,2,91.89
2024,3518404,Municipal,55.83,60.67,64.39,67.94,71.3,74.43,77.34,80,2,92.43
2024,5221080,Municipal,62.3,60.67,64.39,67.94,71.3,74.43,77.34,80,3,100
2023,4112900,Municipal,56.8,60.68,64.4,67.95,71.3,74.44,77.34,80,2,87.76
2023,2929602,Municipal,56.8,60.68,64.4,67.95,71.3,74.44,77.34,80,2,86.78
2024,4323804,Municipal,37.9,60.68,64.4,67.95,71.3,74.44,77.34,80,0,84.02
2024,4112900,Municipal,55.42,60.68,64.4,67.95,71.3,74.44,77.34,80,2,97.92
2023,4323804,Municipal,56.8,60.68,64.4,67.95,71.3,74.44,77.34,80,2,80.73
2024,2929602,Municipal,64.52,60.68,64.4,67.95,71.3,74.44,77.34,80,3,96.88
2024,3547304,Municipal,60.69,,64.41,67.95,71.31,74.44,77.34,80,3,88.7
2023,3547304,Municipal,,,64.41,67.95,71.31,74.44,77.34,80,,
2024,2411908,Municipal,68.97,60.69,64.41,67.95,71.31,74.44,77.34,80,3,98.21
2023,2411908,Municipal,56.9,60.69,64.41,67.95,71.31,74.44,77.34,80,2,91.67
2024,2609154,Municipal,52.89,60.73,64.43,67.97,71.32,74.45,77.34,80,2,94.05
2023,2601102,Municipal,56.9,60.73,64.43,67.97,71.32,74.45,77.34,80,2,92.79
2023,2609154,Municipal,56.9,60.73,64.43,67.97,71.32,74.45,77.34,80,2,94.97
2024,2601102,Municipal,52.06,60.73,64.43,67.97,71.32,74.45,77.34,80,2,94.46
2023,3170529,Municipal,56.9,60.76,64.46,68,71.34,74.46,77.35,80,2,97.39
2024,3170529,Municipal,67.15,60.76,64.46,68,71.34,74.46,77.35,80,3,97.94
2024,5105903,Municipal,60.61,60.77,64.47,68,71.34,74.46,77.35,80,3,89.81
2023,5105903,Municipal,56.9,60.77,64.47,68,71.34,74.46,77.35,80,2,89.55
2023,2404853,Municipal,57,60.78,64.47,68.01,71.34,74.46,77.35,80,2,80
2024,3129608,Municipal,76.41,60.78,64.47,68.01,71.34,74.46,77.35,80,4,96.77
2023,3129608,Municipal,57,60.78,64.47,68.01,71.34,74.46,77.35,80,2,92.11
2024,2404853,Municipal,40.01,60.78,64.47,68.01,71.34,74.46,77.35,80,1,77.38
2024,3502101,Municipal,65.48,60.79,64.49,68.02,71.35,74.47,77.35,80,3,94.38
2023,3502101,Municipal,57,60.79,64.49,68.02,71.35,74.47,77.35,80,2,92.25
2024,3132206,Municipal,90.91,60.81,64.5,68.03,71.36,74.47,77.35,80,5,95.95
2024,2203701,Municipal,73.13,60.81,64.5,68.03,71.36,74.47,77.35,80,4,98.34
2023,2203701,Municipal,57,60.81,64.5,68.03,71.36,74.47,77.35,80,2,98.6
2023,3132206,Municipal,57,60.81,64.5,68.03,71.36,74.47,77.35,80,2,95.95
2024,3550209,Municipal,73.78,60.81,64.5,68.03,71.36,74.47,77.35,80,4,95.17
2023,3550209,Municipal,57,60.81,64.5,68.03,71.36,74.47,77.35,80,2,94.97
2024,2608107,Municipal,75.79,60.81,64.5,68.03,71.36,74.47,77.35,80,4,98.83
2023,2608107,Municipal,57,60.81,64.5,68.03,71.36,74.47,77.35,80,2,94.92
2023,3300100,Municipal,57,60.82,64.51,68.03,71.36,74.47,77.36,80,2,84.85
2024,3300100,Municipal,60.8,60.82,64.51,68.03,71.36,74.47,77.36,80,3,85.64
2024,4318705,Municipal,37.2,60.83,64.51,68.04,71.36,74.48,77.36,80,0,71.7
2023,4318705,Municipal,57,60.83,64.51,68.04,71.36,74.48,77.36,80,2,76.75
2023,3148707,Municipal,57,60.83,64.51,68.04,71.36,74.48,77.36,80,2,90.34
2024,3148707,Municipal,60.74,60.83,64.51,68.04,71.36,74.48,77.36,80,3,91.1
2023,5104807,Municipal,57,60.83,64.51,68.04,71.36,74.48,77.36,80,2,87.41
2024,5104807,Municipal,55.26,60.83,64.51,68.04,71.36,74.48,77.36,80,2,91.82
2023,1304302,Municipal,57,60.83,64.52,68.04,71.37,74.48,77.36,80,2,87.37
2024,1304302,Municipal,73.95,60.83,64.52,68.04,71.37,74.48,77.36,80,4,95.06
2024,5107909,Municipal,54.33,60.84,64.53,68.05,71.37,74.48,77.36,80,2,86.66
2023,5107909,Municipal,57,60.84,64.53,68.05,71.37,74.48,77.36,80,2,87.51
2023,4215109,Municipal,57.1,60.87,64.55,68.06,71.38,74.49,77.36,80,2,77.56
2024,4215109,Municipal,68.35,60.87,64.55,68.06,71.38,74.49,77.36,80,3,76.98
2023,3106309,Municipal,57.1,60.9,64.57,68.08,71.4,74.5,77.37,80,2,93.73
2024,3106309,Municipal,65.94,60.9,64.57,68.08,71.4,74.5,77.37,80,3,90.25
2023,3545100,Municipal,57.1,60.91,64.58,68.09,71.4,74.5,77.37,80,2,94.55
2024,3545100,Municipal,61.69,60.91,64.58,68.09,71.4,74.5,77.37,80,3,93.1
2023,2109809,Municipal,57.1,60.93,64.59,68.1,71.41,74.5,77.37,80,2,90
2024,2109809,Municipal,72.74,60.93,64.59,68.1,71.41,74.5,77.37,80,4,74.35
2023,3533809,Municipal,57.1,60.93,64.6,68.1,71.41,74.5,77.37,80,2,100
2023,2505279,Municipal,57.1,60.93,64.6,68.1,71.41,74.5,77.37,80,2,100
2024,2505279,Municipal,55.56,60.93,64.6,68.1,71.41,74.5,77.37,80,2,100
2023,3153103,Municipal,57.1,60.93,64.6,68.1,71.41,74.5,77.37,80,2,90.91
2024,3533809,Municipal,70,60.93,64.6,68.1,71.41,74.5,77.37,80,4,100
2023,3127354,Municipal,57.1,60.93,64.6,68.1,71.41,74.5,77.37,80,2,93.33
2024,3153103,Municipal,88,60.93,64.6,68.1,71.41,74.5,77.37,80,5,92.59
2024,3127354,Municipal,71.43,60.93,64.6,68.1,71.41,74.5,77.37,80,4,93.33
2023,3201308,Municipal,57.2,60.94,64.61,68.11,71.41,74.51,77.37,80,2,86.66
2024,3156700,Municipal,71.68,60.94,64.61,68.11,71.41,74.51,77.37,80,4,87.11
2024,3201308,Municipal,64.57,60.94,64.61,68.11,71.41,74.51,77.37,80,3,87.43
2023,3156700,Municipal,57.2,60.94,64.61,68.11,71.41,74.51,77.37,80,2,86.06
2023,3126000,Municipal,57.2,60.94,64.61,68.11,71.41,74.51,77.37,80,2,96.39
2024,3126000,Municipal,85.73,60.94,64.61,68.11,71.41,74.51,77.37,80,5,93.98
2023,2107357,Municipal,57.2,60.95,64.61,68.11,71.42,74.51,77.37,80,2,88.76
2024,2107357,Municipal,62.23,60.95,64.61,68.11,71.42,74.51,77.37,80,3,94.25
2023,2904506,Municipal,,,64.62,68.12,71.42,74.51,77.37,80,,
2024,2904506,Municipal,60.98,,64.62,68.12,71.42,74.51,77.37,80,3,100
2023,3131703,Municipal,57.2,60.96,64.62,68.12,71.42,74.51,77.37,80,2,87.68
2024,2913408,Municipal,42.57,60.96,64.62,68.12,71.42,74.51,77.37,80,1,92.66
2024,3131703,Municipal,68.15,60.96,64.62,68.12,71.42,74.51,77.37,80,3,86.63
2023,2913408,Municipal,57.2,60.96,64.62,68.12,71.42,74.51,77.37,80,2,92.67
2024,3520301,Municipal,61.67,60.97,64.63,68.12,71.42,74.51,77.37,80,3,92.93
2023,3520301,Municipal,57.2,60.97,64.63,68.12,71.42,74.51,77.37,80,2,90.55
2023,3170750,Municipal,57.2,61,64.65,68.14,71.44,74.52,77.38,80,2,89.63
2024,3170750,Municipal,93.29,61,64.65,68.14,71.44,74.52,77.38,80,5,95.45
2024,3500709,Municipal,64.6,61.01,64.66,68.15,71.44,74.52,77.38,80,3,90.91
2024,1501006,Municipal,64.37,61.01,64.66,68.15,71.44,74.52,77.38,80,3,88.33
2023,3500709,Municipal,57.2,61.01,64.66,68.15,71.44,74.52,77.38,80,2,87.27
2023,1501006,Municipal,57.2,61.01,64.66,68.15,71.44,74.52,77.38,80,2,91.28
2024,2607901,Municipal,54.98,61.03,64.67,68.16,71.45,74.53,77.38,80,2,93.08
2023,2607901,Municipal,57.3,61.03,64.67,68.16,71.45,74.53,77.38,80,2,88.41
2024,3151503,Municipal,73.46,61.04,64.69,68.17,71.46,74.53,77.38,80,4,87.29
2023,3151503,Municipal,57.3,61.04,64.69,68.17,71.46,74.53,77.38,80,2,88.16
2024,4313375,Municipal,64.9,61.05,64.69,68.17,71.46,74.54,77.38,80,3,85
2023,4313375,Municipal,57.3,61.05,64.69,68.17,71.46,74.54,77.38,80,2,84.07
2023,4219309,Municipal,57.3,61.06,64.7,68.18,71.46,74.54,77.39,80,2,84.67
2024,2500502,Municipal,53.1,61.06,64.7,68.18,71.46,74.54,77.39,80,2,94
2024,4219309,Municipal,64.11,61.06,64.7,68.18,71.46,74.54,77.39,80,3,80.23
2023,2500502,Municipal,57.3,61.06,64.7,68.18,71.46,74.54,77.39,80,2,85.4
2024,2108454,Municipal,70.53,61.07,64.71,68.18,71.47,74.54,77.39,80,4,91.56
2023,2108454,Municipal,57.3,61.07,64.71,68.18,71.47,74.54,77.39,80,2,95.26
2024,2506806,Municipal,37.97,61.08,64.71,68.19,71.47,74.54,77.39,80,0,81.01
2023,2506806,Municipal,57.3,61.08,64.71,68.19,71.47,74.54,77.39,80,2,93.94
2023,2909505,Municipal,57.3,61.09,64.73,68.2,71.48,74.55,77.39,80,2,89.66
2023,2500601,Municipal,57.3,61.09,64.73,68.2,71.48,74.55,77.39,80,2,89.26
2024,2909505,Municipal,34.55,61.09,64.73,68.2,71.48,74.55,77.39,80,0,93.22
2024,2500601,Municipal,30.75,61.09,64.73,68.2,71.48,74.55,77.39,80,0,87.1
2024,1504422,Municipal,48.97,61.1,64.73,68.2,71.48,74.55,77.39,80,1,78.3
2023,1504422,Municipal,57.3,61.1,64.73,68.2,71.48,74.55,77.39,80,2,79.2
2023,1506005,Municipal,57.3,61.1,64.73,68.2,71.48,74.55,77.39,80,2,87.03
2024,1506005,Municipal,43.28,61.1,64.73,68.2,71.48,74.55,77.39,80,1,86.1
2023,2603306,Municipal,57.4,61.11,64.74,68.21,71.49,74.55,77.39,80,2,96.83
2024,2603306,Municipal,40.68,61.11,64.74,68.21,71.49,74.55,77.39,80,1,100
2024,3302908,Municipal,70.49,61.15,64.77,68.23,71.5,74.56,77.4,80,4,81.99
2023,3302908,Municipal,57.4,61.15,64.77,68.23,71.5,74.56,77.4,80,2,88
2024,4306106,Municipal,50.9,61.17,64.79,68.24,71.51,74.57,77.4,80,2,82.24
2023,4306106,Municipal,57.4,61.17,64.79,68.24,71.51,74.57,77.4,80,2,86.36
2023,3549904,Municipal,57.4,61.18,64.8,68.25,71.52,74.57,77.4,80,2,93.2
2024,2413557,Municipal,62.68,61.18,64.8,68.25,71.52,74.57,77.4,80,3,87.5
2023,2413557,Municipal,57.4,61.18,64.8,68.25,71.52,74.57,77.4,80,2,97.22
2024,3549904,Municipal,64.75,61.18,64.8,68.25,71.52,74.57,77.4,80,3,93.37
2023,2616308,Municipal,57.5,61.19,64.81,68.26,71.52,74.57,77.4,80,2,95.44
2024,2616308,Municipal,68.15,61.19,64.81,68.26,71.52,74.57,77.4,80,3,99.11
2023,4306601,Municipal,57.5,61.19,64.81,68.26,71.52,74.57,77.4,80,2,77.14
2024,4306601,Municipal,43.7,61.19,64.81,68.26,71.52,74.57,77.4,80,1,72.53
2023,4113759,Municipal,57.5,61.2,64.81,68.26,71.52,74.58,77.4,80,2,95
2023,3135506,Municipal,57.5,61.2,64.81,68.26,71.52,74.58,77.4,80,2,94.79
2024,4113759,Municipal,70.4,61.2,64.81,68.26,71.52,74.58,77.4,80,4,94.74
2024,3135506,Municipal,84.89,61.2,64.81,68.26,71.52,74.58,77.4,80,5,88.89
2024,4303004,Municipal,40.2,61.21,64.82,68.27,71.53,74.58,77.4,80,1,79.45
2023,4303004,Municipal,57.5,61.21,64.82,68.27,71.53,74.58,77.4,80,2,83.38
2024,3132305,Municipal,55.18,61.22,64.83,68.27,71.53,74.58,77.4,80,2,88.76
2023,3132305,Municipal,57.5,61.22,64.83,68.27,71.53,74.58,77.4,80,2,80.28
2023,2707602,Municipal,57.5,61.22,64.83,68.27,71.53,74.58,77.4,80,2,100
2024,2707602,Municipal,61.05,61.22,64.83,68.27,71.53,74.58,77.4,80,3,97.09
2024,4305173,Municipal,41.7,61.22,64.83,68.27,71.53,74.58,77.4,80,1,82.81
2023,4305173,Municipal,57.5,61.22,64.83,68.27,71.53,74.58,77.4,80,2,77.92
2023,3504503,Municipal,57.5,61.23,64.83,68.28,71.54,74.58,77.41,80,2,91.09
2024,3504503,Municipal,52.47,61.23,64.83,68.28,71.54,74.58,77.41,80,2,89.24
2024,2502003,Municipal,40.07,61.23,64.84,68.28,71.54,74.58,77.41,80,1,98.21
2023,2502003,Municipal,57.5,61.23,64.84,68.28,71.54,74.58,77.41,80,2,92.06
2023,2917201,Municipal,57.5,61.25,64.85,68.29,71.55,74.59,77.41,80,2,90.25
2024,2917201,Municipal,43.98,61.25,64.85,68.29,71.55,74.59,77.41,80,1,93.63
2023,4300851,Municipal,57.5,61.27,64.87,68.3,71.55,74.59,77.41,80,2,72.55
2024,4300851,Municipal,55,61.27,64.87,68.3,71.55,74.59,77.41,80,2,76.92
2024,2600500,Municipal,59.77,61.28,64.88,68.31,71.56,74.6,77.41,80,2,98.06
2023,2600500,Municipal,57.6,61.28,64.88,68.31,71.56,74.6,77.41,80,2,95.05
2023,2515500,Municipal,57.6,61.29,64.89,68.32,71.56,74.6,77.41,80,2,91.04
2024,2515500,Municipal,54.35,61.29,64.89,68.32,71.56,74.6,77.41,80,2,85.47
2024,3133006,Municipal,81.86,61.31,64.9,68.33,71.57,74.6,77.42,80,5,88.06
2023,3133006,Municipal,57.6,61.31,64.9,68.33,71.57,74.6,77.42,80,2,86.87
2024,4118857,Municipal,70.19,61.32,64.91,68.33,71.57,74.61,77.42,80,4,90
